topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,twitter,website,video,prior,pradeepdhami,अग,host,visit,web,subscribe
1,strictly,permission,oceannepal,social,embed,tube,host,आतमहतय,web,visit
2,follow,channel,prohibit,web,subscribe,pvt,drsurendrakc,visit,tube,pradeepdhami
3,site,visit,embedding,subscribe,tube,web,आतमहतय,drsurendrakc,social,pvt
