topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,prior,web,tube,visit,subscribe,social,embed,अग,drsurendrakc,pradeepdhami
1,follow,prohibit,permission,strictly,twitter,pvt,आतमहतय,pradeepdhami,drsurendrakc,web
2,site,channel,website,video,host,oceannepal,drsurendrakc,embedding,pradeepdhami,pvt
