topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,strange,break,weather,day,water,spot,large,mile,ancient,global
1,earth,earthquake,rare,huge,event,light,warn,sun,form,change
2,solar,quake,happen,moon,strike,move,turn,cat,location,bizarre
3,news,storm,major,world,mar,sep,eruption,super,show,climate
4,sky,planet,mysterious,people,year,cloud,massive,flood,fall,update
5,big,record,hurricane,watch,phenomenon,close,object,man,high,time
