topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,sky,news,earth,solar,record,massive,happen,light,major,sep
1,storm,strange,big,rare,event,planet,day,cloud,people,year
2,earthquake,break,huge,quake,weather,mysterious,water,hurricane,large,spot
