topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,news,earthquake,weather,major,solar,cloud,year,sep,close,high
1,sky,rare,event,light,day,solar,people,large,world,man
2,storm,strange,earth,break,huge,happen,mysterious,water,spot,watch
3,big,record,quake,massive,planet,hurricane,warn,ancient,thing,mystery
