topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,globalpunjabtv,follow,global,live,punjab,stream,www,tv,com,twitter
1,twitter,tv,watch,global,com,follow,globalpunjabtv,live,punjab,stream
