topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,trump,break,campaign,kill,reveal,voter,shooting,lose,speech,big
1,trigger,plan,arrest,give,debate,ad,medium,cortez,threaten,win
2,make,people,attack,call,woman,video,fire,black,catch,cop
