topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,trump,attack,call,kill,expose,shooting,cortez,lose,speech,big
1,fire,black,plan,catch,shoot,voter,impeachment,story,lie,release
2,make,woman,police,arrest,campaign,break,child,debate,man,reveal
3,trump,people,video,trigger,racist,cop,give,support,leak,threaten
