topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,year,time,state,vote,work,make,campaign,election,sander,break
1,show,news,support,young,people,live,member,political,turk,join
2,donate,support,discuss,day,call,show,trump,make,comment,important
3,read,woman,today,man,police,officer,version,kill,accord,black
4,young,host,show,turk,member,download,hour,continue,membership,person
5,follow,twitter,report,video,subscribe,news,watch,world,medium,facebook
