topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,show,news,support,young,live,member,people,twitter,subscribe,turk
1,read,woman,man,police,discuss,today,call,comment,officer,accord
2,young,host,show,turk,member,download,hour,progressive,continue,person
3,follow,donate,report,support,subscribe,video,day,twitter,free,watch
4,time,make,year,country,world,part,share,state,network,government
