topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,subscribe,people,watch,podcast,student,listen,white,check,online,comment
1,donation,support,visit,merchandise,social,website,platform,lovelyti,medium,join
2,woman,police,man,time,day,year,officer,charge,report,call
3,content,news,support,fair,make,email,african,video,find,channel
4,follow,video,black,website,text,link,child,personal,word,business
5,medium,advise,show,twitter,monthly,weekly,patreon,store,facebook,order
