topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,time,speak,woman,man,police,shoot,arrest,kill,reaction,gun
1,trump,border,debate,election,fire,talk,wall,video,win,end
2,trump,attack,medium,dem,immigration,plan,liberal,big,hit,summit
3,trump,leave,deal,react,hold,vote,state,campaign,protest,back
4,call,break,make,release,face,respond,day,urgent,military,claim
5,report,speech,black,full,people,give,warn,lie,question,mueller
