topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,trump,border,call,leave,immigration,state,plan,show,wall,president
1,make,trump,speak,woman,vote,arrest,charge,stop,law,urgent
2,break,report,dem,give,release,gun,warn,lie,face,video
3,time,attack,black,people,man,police,fire,shoot,kill,liberal
4,trump,medium,speech,debate,deal,full,election,talk,hold,react
