topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,young,show,turk,support,member,news,political,trump,video,live
1,news,make,call,time,report,year,accord,live,people,official
2,host,member,show,young,membership,person,rebel,subscribe,full,cast
