topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,trump,sander,lie,debate,time,woman,republican,stop,year,plan
1,fire,call,make,attack,black,ring,show,campaign,news,video
2,trump,people,break,election,admit,claim,voter,bad,kill,pay
