topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,people,black,time,attack,man,year,kill,arrest,deal,question
1,trump,fire,ring,debate,child,support,supporter,catch,explain,day
2,trump,break,woman,republican,news,expose,cortez,voter,plan,leave
3,sander,make,show,lose,bad,claim,vote,big,defend,candidate
4,trump,call,lie,campaign,admit,stop,give,face,pay,run
