topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,video,comment,watch,patreon,suggestion,forget,time,subscribe,love,snapchat
1,playlist,email,leave,official,request,talk,upload,enjoy,content,rate
2,election,win,prediction,midterm,subscribe,lose,night,poll,race,map
