topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,win,prediction,election,midterm,lose,poll,race,night,governor,map
1,watch,news,twitter,time,video,young,show,follow,full,turk
2,election,subscribe,email,block,rate,miss,ability,subscription,analyze,single
3,video,comment,subscribe,channel,patreon,suggestion,snapchat,forget,leave,hope
4,election,playlist,love,share,social,content,spam,amount,box,everytime
