topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,trump,medium,attack,ban,lie,stop,white,debate,corporate,big
1,woman,case,man,time,lose,conservative,blame,claim,government,problem
2,call,make,racist,fail,police,protest,hate,interview,real,news
3,people,beta,report,beauty,defend,video,black,fire,war,censorship
4,leave,bad,election,vote,gun,end,declare,good,continue,show
