topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,trump,medium,lose,conservative,support,rise,plan,student,comment,expose
1,beta,beauty,lie,white,gun,end,blame,government,fail,protest
2,call,bad,vote,make,debate,problem,speech,live,news,war
3,attack,ban,case,leave,good,claim,continue,police,show,fire
4,trump,woman,report,election,man,stop,racist,video,defend,black
5,people,declare,win,deal,leftist,state,interview,immigration,college,talk
