topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,arrest,bad,racist,lie,student,catch,time,fight,campaign,sex
1,woman,video,black,kill,police,attack,call,shoot,cop,bernie_sander
2,trump,man,debate,people,fire,make,report,election,vote,gun
