topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,trump,bernie_sander,medium,explain,campaign,vote,good,progressive,voter,love
1,debate,report,win,year,back,interview,democratic,republican,candidate,presidential
2,fire,police,bad,fight,ban,money,plan,ring,protest,life
3,election,time,conservative,lose,war,child,leave,watch,find,day
4,man,black,people,kill,shoot,cop,arrest,break,gun,stop
5,trump,make,call,racist,lie,supporter,speech,big,hate,full
6,woman,video,attack,show,catch,pay,anti,student,protester,live
