topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,ft,year,davidsocomedy,mom,daughter,eat,steal,child,son,photo
1,man,davidsocomedy,arrest,catch,die,car,fake,stop,jail,force
2,people,student,fire,dog,save,life,pay,baby,time,homeless
3,girl,teen,make,year_old,kill,sue,boy,date,good,guy
4,davidsocomedy,find,give,sex,parent,kid,police,wife,friend,lose
5,woman,couple,boyfriend,leave,chinese,cop,reveal,day,live,charge
