topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,woman,man,year,sex,baby,boy,police,eat,wife,child
1,teen,student,give,catch,couple,sue,parent,kid,school,bad
2,girl,man,make,find,arrest,kill,daughter,fire,die,dog
3,davidsocomedy,people,year_old,ft,mom,steal,date,son,offer,homeless
