topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,davidsocomedy,find,year_old,ft,student,steal,boy,live,teacher,home
1,man,make,catch,sue,couple,eat,life,homeless,money,send
2,woman,year,kill,baby,die,save,husband,leave,wife,mother
3,girl,woman,daughter,bad,chinese,fake,child,date,accidentally,job
4,people,give,sex,arrest,parent,kid,dog,pay,fire,good
5,davidsocomedy,teen,woman,police,friend,face,guy,day,create,claim
6,mom,school,car,cop,lose,boyfriend,stop,son,time,jail
