topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,people,donate,movement,talk,paypal,pay,feel,inquiry,partner,life
1,follow,page,medium,free,social,inform,pal,promotional,mail,twitter
2,facebook,visit,achievement,focus,watch,part,write,change,tube,payment
