topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,video,make,political,show,support,live,day,trump,today,full
1,year,people,state,life,work,large,child,family,high,company
2,world,follow,subscribe,news,week,story,leader,conflict,bring,learn
3,twitter,time,news,subscribe,call,people,watch,visit,police,make
4,news,vice,check,facebook,follow,network,twitter,watch,government,read
