topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,black,man,call,cop,trump,give,son,leave,defend,accuse
1,woman,speak,racist,live,family,attack,face,respond,murder,grapevine
2,white,child,girl,african,mother,death,teacher,claim,time,school
3,black,people,charge,kill,find,home,break,mom,car,twitter
4,arrest,police,student,teen,shoot,fire,video,make,year,show
