topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,vote,shahe,shahed,adda,politic,news,justice,debate,talk,দশযম
1,election,bangladesh,live,bangla,ershad,এব,math,পরবত,ষডযনতর,nirbachon
