topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,adda,talk,ershad,indian,drkamal,chief,reload,সমতল,তরক,journalist
1,live,news,math,part,আক,money,রব,reload,saudi,সমতল
2,bangladesh,saudi,nirbachon,নরলহক,chowdhury,আক,reload,সমতল,setu,part
3,shahe,roast,setu,ban,shahedalamlive,global,journalist,ষযত,saudi,অভযনতর
4,shahed,bangla,crisis,leader,অভযনতর,পরবত,journalist,saudi,nirbachon,সমতল
5,election,politic,নতজ,ষযত,রফ,reload,chowdhury,journalist,আক,সমতল
6,vote,debate,chowdhury,postmortem,news,journalist,দশযম,reload,সমতল,আক
7,vote,এব,justice,ষডযনতর,chowdhury,reload,সমতল,saudi,debate,আক
