topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,infringe,personal,disclaimer,comment,criticism,teaching,section,collection,research,reporting
1,fair,statute,research,profit,tip,balance,favor,allowance,watch,purpose
2,news,scholarship,purpose,teach,watch,balance,personal,reporting,teaching,profit
3,copyright,permit,reporting,educational,make,share,purpose,research,scholarship,section
