topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,fair,research,tip,infringe,favor,allowance,watch,scholarship,section,share
1,copyright,educational,reporting,news,make,teach,disclaimer,share,section,watch
2,balance,statute,permit,profit,personal,purpose,comment,criticism,teaching,scholarship
