topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,news,follow,make,call,subscribe,donate,story,watch,important,time
1,fire,people,ring,subscribe,thing,country,video,word,year,matter
2,show,member,young,video,report,day,support,twitter,subscribe,follow
3,support,trump,patreon,story,issue,progressive,link,woman,campaign,man
