topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,time,make,year,money,state,today,find,pay,subscribe,government
1,fire,story,ring,trump,people,subscribe,video,support,thing,content
2,follow,news,show,member,young,day,support,twitter,report,live
