topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,make,police,explain,military,news,episode,big,vice,trailer,tonight
1,war,dispatch,country,part,fight,people,black,crisis,fire,rise
2,trump,world,attack,life,protest,speak,break,city,chinese,terrorist
3,time,kill,leave,call,man,stop,year,full,shoot,border
4,powerful,woman,election,student,law,death,end,back,family,drug
