topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,follow,face,news,nation,twitter,join,late,discuss,woman,youtube
1,week,correspondent,speak,official,day,state,reporter,president,election,democratic
2,news,live,device,network,anchor,subscribe,show,make,watch,deliver
3,time,report,year,news,world,read,political,people,give,break
4,full,episode,watch,tonight,police,world,kill,accuse,shoot,charge
5,trump,story,video,call,politic,tweet,find,break,border,claim
