topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,notice,editorial,belong,watch,remove,trademark,content,copy,material,переговорах
1,civilnet,publish,medium,policy,reproduce,accordance,foundation,display,заявления,также
2,copyright,follow,prior,respond,find,report,broadcast,consent,պողոսյանի,лезгины
3,distribute,transmit,alter,twitter,question,journalist,публицистом,не,талыши,երեկոյան
