topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,follow,watch,online,area,twitter,find,report,late,discuss,break
1,show,twitter,news,join,country,politic,full,share,community,online
2,democracy,independent,medium,radio,facebook,hour,global,today,youtube,station
3,support,story,news,follow,visit,political,discuss,progressive,free,podcast
4,time,people,year,make,war,video,government,work,end,economic
