topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,twitter,show,news,online,join,country,subscribe,politic,full,share
1,find,time,make,people,video,year,trump,member,call,question
2,follow,support,discuss,story,visit,political,work,news,progressive,free
3,watch,area,follow,online,democracy,report,radio,facebook,hour,global
