topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,kid,follow,film,merchandise,feel,podcast,video,case,previous,news
1,channel,article,crew,twitter,edit,special,friend,commentary,guest,main
2,follow,host,sourcefe,news,facebook,check,edit,source,music,tumblr
