topic_id,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
0,man,police,year_old,mom,shoot,girl,call,arrest,cop,die
1,trump,time,make,video,year,attack,student,life,people,dramaalert
2,watch,daily,crime,woman,kill,murder,find,teen,family,miss
